id,period,lfp,black,educ,age,agesq,kids,hinc,per1,per2,per3,per4,per5,lhinc
1231,1,1,0,13,37,1369,2,2277.7605,1,0,0,0,0,7.730948
1231,2,1,0,13,37,1369,2,2209.8623,0,1,0,0,0,7.7006855
1231,3,1,0,13,37,1369,2,1937.1084,0,0,1,0,0,7.5689516
1231,4,1,0,13,37,1369,2,1987.203,0,0,0,1,0,7.5944834
1231,5,1,0,13,37,1369,2,1843.3907,0,0,0,0,1,7.519362
1232,1,0,0,10,56,3136,0,1317.2109,1,0,0,0,0,7.1832719
1232,2,0,0,10,56,3136,0,1297.9445,0,1,0,0,0,7.1685371
1232,3,0,0,10,56,3136,0,1262.9437,0,0,1,0,0,7.1412005
1232,4,0,0,10,56,3136,0,1250.7639,0,0,0,1,0,7.1315098
1232,5,0,0,10,56,3136,0,1345.4413,0,0,0,0,1,7.2044773
1233,1,1,0,14,49,2401,0,2370.1421,1,0,0,0,0,7.7707052
1233,2,1,0,14,49,2401,0,2458.0747,0,1,0,0,0,7.8071337
1233,3,1,0,14,49,2401,0,1702.1285,0,0,1,0,0,7.4396348
1233,4,1,0,14,49,2401,0,1517.7446,0,0,0,1,0,7.3249807
1233,5,1,0,14,49,2401,0,1722.2559,0,0,0,0,1,7.4513903
1234,1,0,0,12,52,2704,0,131.3156,1,0,0,0,0,4.8776035
1234,2,0,0,12,52,2704,0,101.16102,0,1,0,0,0,4.6167135
1234,3,0,0,12,52,2704,0,504.2836,0,0,1,0,0,6.2231388
1234,4,0,0,12,52,2704,0,339.85898,0,0,0,1,0,5.8285308
1234,5,0,0,12,52,2704,0,60.241528,0,0,0,0,1,4.098362
1235,1,1,0,12,36,1296,1,5585.4707,1,0,0,0,0,8.627924
1235,2,1,0,12,36,1296,1,6013.8037,0,1,0,0,0,8.7018127
1235,3,1,0,12,36,1296,1,5860.9858,0,0,1,0,0,8.6760731
1235,4,1,0,12,36,1296,1,7615.9404,0,0,0,1,0,8.9379988
1235,5,0,0,12,36,1296,1,7996.4995,0,0,0,0,1,8.9867592
1236,1,1,0,11,43,1849,0,2534.9114,1,0,0,0,0,7.837914
1236,2,0,0,11,43,1849,0,2999.3452,0,1,0,0,0,8.0061493
1236,3,0,0,11,43,1849,0,3292.8987,0,0,1,0,0,8.0995235
1236,4,1,0,11,43,1849,0,2429.8403,0,0,0,1,0,7.7955809
1236,5,0,0,11,43,1849,0,2726.9036,0,0,0,0,1,7.9109221
1237,1,0,0,12,30,900,0,3469.0833,1,0,0,0,0,8.1516457
1237,2,0,0,12,30,900,0,4009.2024,0,1,0,0,0,8.2963476
1237,3,0,0,12,30,900,0,5372.5703,0,0,1,0,0,8.5890617
1237,4,0,0,12,30,900,0,3872.5933,0,0,0,1,0,8.2616796
1237,5,0,0,12,30,900,0,3953.6272,0,0,0,0,1,8.2823887
1238,1,1,0,12,49,2401,0,2575.0159,1,0,0,0,0,7.853611
1238,2,1,0,12,49,2401,0,2792.043,0,1,0,0,0,7.9345288
1238,3,1,0,12,49,2401,0,1725.595,0,0,1,0,0,7.4533272
1238,4,1,0,12,49,2401,0,1547.5718,0,0,0,1,0,7.3444424
1238,5,1,0,12,49,2401,0,2926.0513,0,0,0,0,1,7.9814091
1239,1,1,0,4,50,2500,0,1471.4008,1,0,0,0,0,7.2939701
1239,2,1,0,4,50,2500,0,1289.803,0,1,0,0,0,7.1622448
1239,3,1,0,4,50,2500,0,1203.3361,0,0,1,0,0,7.0928531
1239,4,1,0,4,50,2500,0,1238.0574,0,0,0,1,0,7.1212988
1239,5,1,0,4,50,2500,0,1156.6368,0,0,0,0,1,7.0532718
1240,1,1,0,16,41,1681,2,2877.0232,1,0,0,0,0,7.9645114
1240,2,1,0,16,41,1681,2,2780.3806,0,1,0,0,0,7.9303432
1240,3,1,0,16,41,1681,2,2989.0996,0,0,1,0,0,8.0027275
1240,4,1,0,16,41,1681,2,2903.4744,0,0,0,1,0,7.9736633
1240,5,1,0,16,41,1681,2,3357.4612,0,0,0,0,1,8.1189404
1241,1,1,0,10,33,1089,2,1168.1311,1,0,0,0,0,7.0631604
1241,2,0,0,10,33,1089,2,1202.3599,0,1,0,0,0,7.0920415
1241,3,0,0,10,33,1089,2,1065.1805,0,0,1,0,0,6.9708996
1241,4,0,0,10,33,1089,2,1035.5165,0,0,0,1,0,6.9426556
1241,5,0,0,10,33,1089,2,1208.9747,0,0,0,0,1,7.097528
1242,1,0,0,13,26,676,2,2614.5078,1,0,0,0,0,7.8688312
1242,2,0,0,13,26,676,2,2051.6233,0,1,0,0,0,7.6263866
1242,3,0,0,13,26,676,2,1438.1405,0,0,1,0,0,7.2711062
1242,4,0,0,13,26,676,2,1763.5327,0,0,0,1,0,7.4750743
1242,5,0,0,13,26,676,2,1708.8605,0,0,0,0,1,7.4435821
1243,1,1,1,12,24,576,0,1098.7415,1,0,0,0,0,7.0019207
1243,2,1,1,12,24,576,0,1397.2855,0,1,0,0,0,7.2422867
1243,3,1,1,12,24,576,1,1099.1796,0,0,1,0,0,7.0023193
1243,4,1,1,12,24,576,1,1122.5048,0,0,0,1,0,7.0233178
1243,5,1,1,12,24,576,1,1179.7695,0,0,0,0,1,7.0730743
1244,1,1,1,12,42,1764,0,2430.7153,1,0,0,0,0,7.7959409
1244,2,1,1,12,42,1764,0,2489.9924,0,1,0,0,0,7.820035
1244,3,1,1,12,42,1764,0,2620.3652,0,0,1,0,0,7.871069
1244,4,1,1,12,42,1764,0,3031.1631,0,0,0,1,0,8.0167017
1244,5,1,1,12,42,1764,0,2980.3938,0,0,0,0,1,7.9998107
1245,1,1,0,12,40,1600,1,2322.9875,1,0,0,0,0,7.7506094
1245,2,1,0,12,40,1600,1,2482.1921,0,1,0,0,0,7.8168974
1245,3,1,0,12,40,1600,1,2349.6621,0,0,1,0,0,7.7620268
1245,4,1,0,12,40,1600,1,2278.5229,0,0,0,1,0,7.7312827
1245,5,1,0,12,40,1600,1,560.27985,0,0,0,0,1,6.3284364
1246,1,1,0,16,36,1296,2,4850.1963,1,0,0,0,0,8.4867744
1246,2,1,0,16,36,1296,2,3420.9395,0,1,0,0,0,8.1376705
1246,3,1,0,16,36,1296,2,3744.7756,0,0,1,0,0,8.228117
1246,4,1,0,16,36,1296,2,3802.9529,0,0,0,1,0,8.2435331
1246,5,1,0,16,36,1296,2,3892.1685,0,0,0,0,1,8.2667217
1247,1,1,0,12,35,1225,1,3633.031,1,0,0,0,0,8.1978226
1247,2,1,0,12,35,1225,1,3558.4934,0,1,0,0,0,8.1770926
1247,3,1,0,12,35,1225,1,3687.5342,0,0,1,0,0,8.2127132
1247,4,1,0,12,35,1225,1,4108.5386,0,0,0,1,0,8.3208227
1247,5,1,0,12,35,1225,1,3019.6826,0,0,0,0,1,8.012907
1248,1,1,0,15,25,625,1,2051.8064,1,0,0,0,0,7.6264758
1248,2,0,0,15,25,625,1,2023.2205,0,1,0,0,0,7.6124458
1248,3,0,0,15,25,625,1,2708.5549,0,0,1,0,0,7.9041705
1248,4,0,0,15,25,625,1,1942.0518,0,0,0,1,0,7.5715003
1248,5,0,0,15,25,625,1,1927.7299,0,0,0,0,1,7.5640984
1249,1,1,0,12,39,1521,3,1182.3522,1,0,0,0,0,7.0752611
1249,2,1,0,12,39,1521,3,2268.7874,0,1,0,0,0,7.7270007
1249,3,1,0,12,39,1521,3,1438.7338,0,0,1,0,0,7.2715187
1249,4,0,0,12,39,1521,3,1163.7728,0,0,0,1,0,7.0594225
1249,5,1,0,12,39,1521,3,1156.6368,0,0,0,0,1,7.0532718
1250,1,1,0,12,24,576,0,1491.4054,1,0,0,0,0,7.3074741
1250,2,1,0,12,24,576,0,1341.394,0,1,0,0,0,7.2014647
1250,3,1,0,12,24,576,0,1260.7079,0,0,1,0,0,7.1394286
1250,4,1,0,12,24,576,0,1400.9462,0,0,0,1,0,7.2449031
1250,5,1,0,12,24,576,0,1453.0245,0,0,0,0,1,7.2814026
1251,1,1,0,12,49,2401,0,3560.7373,1,0,0,0,0,8.1777229
1251,2,1,0,12,49,2401,0,3194.8333,0,1,0,0,0,8.0692902
1251,3,1,0,12,49,2401,0,2222.2913,0,0,1,0,0,7.7062941
1251,4,1,0,12,49,2401,0,2323.5559,0,0,0,1,0,7.750854
1251,5,1,0,12,49,2401,0,3838.4717,0,0,0,0,1,8.2528296
1252,1,0,0,12,52,2704,2,2111.3064,1,0,0,0,0,7.6550622
1252,2,0,0,12,52,2704,2,4595.5435,0,1,0,0,0,8.4328423
1252,3,0,0,12,52,2704,2,2905.5823,0,0,1,0,0,7.9743891
1252,4,0,0,12,52,2704,2,2304.1914,0,0,0,1,0,7.742485
1252,5,0,0,12,52,2704,2,3238.7107,0,0,0,0,1,8.0829306
1253,1,1,0,17,44,1936,2,3906.124,1,0,0,0,0,8.2703009
1253,2,1,0,17,44,1936,2,3826.4141,0,1,0,0,0,8.2496834
1253,3,1,0,17,44,1936,2,4056.9182,0,0,1,0,0,8.3081789
1253,4,1,0,17,44,1936,2,3693.0525,0,0,0,1,0,8.2142086
1253,5,1,0,17,44,1936,2,3582.2021,0,0,0,0,1,8.183733
1254,1,0,0,12,25,625,2,2123.8757,1,0,0,0,0,7.6609979
1254,2,0,0,12,25,625,2,1956.2245,0,1,0,0,0,7.5787716
1254,3,0,0,12,25,625,2,978.04785,0,0,1,0,0,6.8855586
1254,4,0,0,12,25,625,2,2423.9629,0,0,0,1,0,7.793159
1254,5,0,0,12,25,625,2,1691.4122,0,0,0,0,1,7.4333191
1255,1,1,0,12,33,1089,2,3323.3557,1,0,0,0,0,8.1087303
1255,2,1,0,12,33,1089,2,2926.7183,0,1,0,0,0,7.981637
1255,3,1,0,12,33,1089,2,3698.2827,0,0,1,0,0,8.2156239
1255,4,1,0,12,33,1089,2,3277.1812,0,0,0,1,0,8.094739
1255,5,1,0,12,33,1089,2,2955.624,0,0,0,0,1,7.9914651
1256,1,1,0,12,36,1296,1,2761.73,1,0,0,0,0,7.9236126
1256,2,1,0,12,36,1296,1,2832.5081,0,1,0,0,0,7.9489179
1256,3,1,0,12,36,1296,1,3348.7568,0,0,1,0,0,8.1163445
1256,4,1,0,12,36,1296,1,3277.2095,0,0,0,1,0,8.0947475
1256,5,1,0,12,36,1296,1,3253.0427,0,0,0,0,1,8.0873461
1257,1,1,0,12,33,1089,3,1163.0256,1,0,0,0,0,7.0587802
1257,2,1,0,12,33,1089,3,1213.4276,0,1,0,0,0,7.1012044
1257,3,1,0,12,33,1089,3,1165.041,0,0,1,0,0,7.0605116
1257,4,1,0,12,33,1089,3,1221.6764,0,0,0,1,0,7.1079793
1257,5,1,0,12,33,1089,3,1143.625,0,0,0,0,1,7.0419583
1258,1,1,0,18,26,676,0,4616.562,1,0,0,0,0,8.4374056
1258,2,1,0,18,26,676,0,4472.5801,0,1,0,0,0,8.4057207
1258,3,1,0,18,26,676,0,4103.2134,0,0,1,0,0,8.3195257
1258,4,1,0,18,26,676,0,3704.46,0,0,0,1,0,8.2172928
1258,5,1,0,18,26,676,0,3604.8513,0,0,0,0,1,8.1900358
1259,1,1,0,13,58,3364,0,709.77502,1,0,0,0,0,6.5649481
1259,2,1,0,13,58,3364,0,1142.1351,0,1,0,0,0,7.0406547
1259,3,1,0,13,58,3364,0,708.20233,0,0,1,0,0,6.5627298
1259,4,1,0,13,58,3364,0,145.00746,0,0,0,1,0,4.9767852
1259,5,1,0,13,58,3364,0,376.74323,0,0,0,0,1,5.9315639
1260,1,0,0,12,27,729,3,951.01166,1,0,0,0,0,6.8575263
1260,2,0,0,12,27,729,3,885.66461,0,1,0,0,0,6.7863383
1260,3,0,0,12,27,729,3,895.79224,0,0,1,0,0,6.7977085
1260,4,0,0,12,27,729,3,1005.0113,0,0,0,1,0,6.9127541
1260,5,0,0,12,27,729,3,921.69537,0,0,0,0,1,6.8262148
1261,1,0,0,12,41,1681,1,3588.0896,1,0,0,0,0,8.1853752
1261,2,1,0,12,41,1681,1,4212.0874,0,1,0,0,0,8.3457136
1261,3,1,0,12,41,1681,1,4634.3306,0,0,1,0,0,8.441247
1261,4,1,0,12,41,1681,1,3720.9668,0,0,0,1,0,8.2217388
1261,5,1,0,12,41,1681,1,3719.3064,0,0,0,0,1,8.2212925
1262,1,1,0,12,44,1936,2,1428.6107,1,0,0,0,0,7.2644577
1262,2,1,0,12,44,1936,1,2781.886,0,1,0,0,0,7.9308844
1262,3,1,0,12,44,1936,1,1186.8496,0,0,1,0,0,7.0790577
1262,4,0,0,12,44,1936,1,1110.9502,0,0,0,1,0,7.0129709
1262,5,1,0,12,44,1936,1,1165.9364,0,0,0,0,1,7.0612798
1263,1,0,0,13,44,1936,1,2478.5801,1,0,0,0,0,7.8154411
1263,2,0,0,13,44,1936,1,2767.7642,0,1,0,0,0,7.9257951
1263,3,0,0,13,44,1936,1,2730.2202,0,0,1,0,0,7.9121375
1263,4,0,0,13,44,1936,1,2691.6807,0,0,0,1,0,7.8979211
1263,5,0,0,13,44,1936,0,2681.4695,0,0,0,0,1,7.8941202
1264,1,1,0,12,59,3481,0,3372.6726,1,0,0,0,0,8.1234608
1264,2,1,0,12,59,3481,0,2369.0022,0,1,0,0,0,7.7702241
1264,3,1,0,12,59,3481,0,2694.7705,0,0,1,0,0,7.8990684
1264,4,1,0,12,59,3481,0,2183.9907,0,0,0,1,0,7.6889091
1264,5,1,0,12,59,3481,0,3313.3904,0,0,0,0,1,8.1057272
1265,1,1,0,15,44,1936,4,3216.447,1,0,0,0,0,8.0760326
1265,2,1,0,15,44,1936,4,2897.7385,0,1,0,0,0,7.9716859
1265,3,1,0,15,44,1936,4,2202.8103,0,0,1,0,0,7.6974893
1265,4,1,0,15,44,1936,4,2017.9492,0,0,0,1,0,7.6098371
1265,5,1,0,15,44,1936,4,2162.3169,0,0,0,0,1,7.6789355
1266,1,1,0,12,49,2401,0,2680.1694,1,0,0,0,0,7.8936353
1266,2,1,0,12,49,2401,0,1915.4828,0,1,0,0,0,7.557725
1266,3,1,0,12,49,2401,0,3299.261,0,0,1,0,0,8.1014538
1266,4,1,0,12,49,2401,0,2427.5625,0,0,0,1,0,7.7946429
1266,5,1,0,12,49,2401,0,351.32861,0,0,0,0,1,5.861722
1267,1,1,0,12,32,1024,1,3271.604,1,0,0,0,0,8.0930357
1267,2,1,0,12,32,1024,1,3664.0508,0,1,0,0,0,8.2063246
1267,3,1,0,12,32,1024,2,3683.6326,0,0,1,0,0,8.2116547
1267,4,1,0,12,32,1024,2,3169.4268,0,0,0,1,0,8.061306
1267,5,1,0,12,32,1024,2,1779.7754,0,0,0,0,1,7.4842424
1268,1,1,0,16,31,961,0,2737.7017,1,0,0,0,0,7.9148741
1268,2,1,0,16,31,961,0,2482.9014,0,1,0,0,0,7.817183
1268,3,1,0,16,31,961,0,2479.196,0,0,1,0,0,7.8156896
1268,4,1,0,16,31,961,0,2706.8042,0,0,0,1,0,7.9035239
1268,5,1,0,16,31,961,0,2882.3826,0,0,0,0,1,7.9663725
1269,1,1,0,12,43,1849,1,3425.5134,1,0,0,0,0,8.1390066
1269,2,0,0,12,43,1849,1,3274.2915,0,1,0,0,0,8.0938568
1269,3,0,0,12,43,1849,1,3642.957,0,0,1,0,0,8.200551
1269,4,1,0,12,43,1849,1,3228.7156,0,0,0,1,0,8.0798397
1269,5,1,0,12,43,1849,1,3202.6304,0,0,0,0,1,8.0717278
1270,1,1,0,14,20,400,4,2120.8103,1,0,0,0,0,7.6595535
1270,2,1,0,14,20,400,4,2229.8979,0,1,0,0,0,7.7097111
1270,3,1,0,14,20,400,4,2659.5239,0,0,1,0,0,7.8859024
1270,4,1,0,14,20,400,4,2426.1414,0,0,0,1,0,7.7940574
1270,5,0,0,14,20,400,4,3765.5537,0,0,0,0,1,8.2336502
1271,1,1,1,15,25,625,1,2169.8247,1,0,0,0,0,7.6824017
1271,2,1,1,15,25,625,1,3773.0955,0,1,0,0,0,8.235651
1271,3,1,1,15,25,625,2,2374.1384,0,0,1,0,0,7.7723899
1271,4,0,1,15,25,625,2,1939.1693,0,0,0,1,0,7.570015
1271,5,1,1,15,25,625,2,1153.2356,0,0,0,0,1,7.0503268
1272,1,0,1,12,31,961,4,2693.3447,1,0,0,0,0,7.8985391
1272,2,0,1,12,31,961,4,2011.152,0,1,0,0,0,7.606463
1272,3,1,1,12,31,961,4,1556.8251,0,0,1,0,0,7.3504038
1272,4,1,1,12,31,961,4,1305.0671,0,0,0,1,0,7.1740098
1272,5,1,1,12,31,961,4,2691.0237,0,0,0,0,1,7.8976769
1273,1,1,0,15,33,1089,0,2027.9281,1,0,0,0,0,7.6147699
1273,2,1,0,15,33,1089,0,4965.8027,0,1,0,0,0,8.5103302
1273,3,1,0,15,33,1089,0,4273.6304,0,0,1,0,0,8.360219
1273,4,1,0,15,33,1089,0,3866.8621,0,0,0,1,0,8.2601986
1273,5,1,0,15,33,1089,0,956.80792,0,0,0,0,1,6.8636026
1274,1,1,0,14,23,529,0,1631.1963,1,0,0,0,0,7.397069
1274,2,1,0,14,23,529,0,1411.137,0,1,0,0,0,7.252151
1274,3,1,0,14,23,529,0,1453.8535,0,0,1,0,0,7.2819729
1274,4,1,0,14,23,529,0,1318.6344,0,0,0,1,0,7.1843519
1274,5,1,0,14,23,529,0,1946.0842,0,0,0,0,1,7.5735745
1275,1,1,0,16,34,1156,0,5812.7578,1,0,0,0,0,8.6678104
1275,2,1,0,16,34,1156,0,5993.7813,0,1,0,0,0,8.6984777
1275,3,1,0,16,34,1156,0,4520.8154,0,0,1,0,0,8.4164476
1275,4,1,0,16,34,1156,0,7088.48,0,0,0,1,0,8.8662262
1275,5,1,0,16,34,1156,0,6907.042,0,0,0,0,1,8.8402967
1276,1,1,0,18,47,2209,2,2640.407,1,0,0,0,0,7.8786883
1276,2,1,0,18,47,2209,2,3572.2029,0,1,0,0,0,8.1809378
1276,3,1,0,18,47,2209,1,3516.5964,0,0,1,0,0,8.1652489
1276,4,1,0,18,47,2209,1,3100.9802,0,0,0,1,0,8.0394735
1276,5,1,0,18,47,2209,2,3251.4299,0,0,0,0,1,8.0868502
1277,1,1,0,12,45,2025,3,1987.4114,1,0,0,0,0,7.5945883
1277,2,0,0,12,45,2025,3,2372.6965,0,1,0,0,0,7.7717824
1277,3,0,0,12,45,2025,3,1959.0352,0,0,1,0,0,7.5802073
1277,4,0,0,12,45,2025,3,2179.0588,0,0,0,1,0,7.6866484
1277,5,0,0,12,45,2025,3,2980.094,0,0,0,0,1,7.9997101
1278,1,1,0,16,38,1444,0,3250.6519,1,0,0,0,0,8.0866108
1278,2,1,0,16,38,1444,0,3207.1294,0,1,0,0,0,8.0731316
1278,3,1,0,16,38,1444,0,3395.2629,0,0,1,0,0,8.1301365
1278,4,1,0,16,38,1444,0,3090.5496,0,0,0,1,0,8.0361042
1278,5,1,0,16,38,1444,0,3063.2805,0,0,0,0,1,8.0272417
1279,1,0,0,7,46,2116,1,1827.972,1,0,0,0,0,7.5109625
1279,2,1,0,7,46,2116,1,2355.4067,0,1,0,0,0,7.7644687
1279,3,1,0,7,46,2116,1,2698.9846,0,0,1,0,0,7.900631
1279,4,0,0,7,46,2116,1,2362.2813,0,0,0,1,0,7.7673831
1279,5,1,0,7,46,2116,1,1680.2914,0,0,0,0,1,7.4267225
1280,1,1,0,9,54,2916,4,3334.1841,1,0,0,0,0,8.1119833
1280,2,0,0,9,54,2916,4,2276.1221,0,1,0,0,0,7.7302284
1280,3,0,0,9,54,2916,4,3324.1323,0,0,1,0,0,8.108964
1280,4,0,0,9,54,2916,4,3884.0999,0,0,0,1,0,8.2646465
1280,5,0,0,9,54,2916,4,4337.3882,0,0,0,0,1,8.3750277
1281,1,1,0,14,37,1369,0,1518.8762,1,0,0,0,0,7.325726
1281,2,1,0,14,37,1369,0,1313.0364,0,1,0,0,0,7.1800976
1281,3,1,0,14,37,1369,1,1165.0405,0,0,1,0,0,7.0605111
1281,4,1,0,14,37,1369,1,1153.8049,0,0,0,1,0,7.0508204
1281,5,1,0,14,37,1369,1,1009.0805,0,0,0,0,1,6.9167948
1282,1,1,0,15,30,900,3,1784.8721,1,0,0,0,0,7.487102
1282,2,1,0,15,30,900,3,4527.7144,0,1,0,0,0,8.4179726
1282,3,1,0,15,30,900,3,3956.2446,0,0,1,0,0,8.2830505
1282,4,1,0,15,30,900,3,4016.0178,0,0,0,1,0,8.2980461
1282,5,1,0,15,30,900,3,4588.4355,0,0,0,0,1,8.4312944
1283,1,1,0,14,50,2500,0,4708.8506,1,0,0,0,0,8.4571991
1283,2,1,0,14,50,2500,0,4817.3281,0,1,0,0,0,8.4799747
1283,3,1,0,14,50,2500,0,4883.9126,0,0,1,0,0,8.4937019
1283,4,1,0,14,50,2500,0,5341.106,0,0,0,1,0,8.5831881
1283,5,1,0,14,50,2500,0,5057.687,0,0,0,0,1,8.5286646
1284,1,0,0,15,60,3600,0,825.85107,1,0,0,0,0,6.7164145
1284,2,0,0,15,60,3600,0,731.64642,0,1,0,0,0,6.5952973
1284,3,0,0,15,60,3600,0,221.60881,0,0,1,0,0,5.4009137
1284,4,0,0,15,60,3600,0,3080.5769,0,0,0,1,0,8.0328722
1284,5,0,0,15,60,3600,0,1349.4093,0,0,0,0,1,7.2074223
1285,1,0,0,9,59,3481,1,3506.2888,1,0,0,0,0,8.1623135
1285,2,0,0,9,59,3481,0,3448.2537,0,1,0,0,0,8.1456232
1285,3,0,0,9,59,3481,0,3497.0554,0,0,1,0,0,8.1596766
1285,4,0,0,9,59,3481,0,3383.5068,0,0,0,1,0,8.126668
1285,5,0,0,9,59,3481,0,3373.7053,0,0,0,0,1,8.1237669
1286,1,0,0,12,45,2025,1,1902.0233,1,0,0,0,0,7.5506735
1286,2,0,0,12,45,2025,1,2291.8025,0,1,0,0,0,7.7370939
1286,3,0,0,12,45,2025,1,1255.7838,0,0,1,0,0,7.1355152
1286,4,0,0,12,45,2025,1,2412.0271,0,0,0,1,0,7.7882228
1286,5,0,0,12,45,2025,1,1993.9944,0,0,0,0,1,7.5978951
1287,1,1,1,18,43,1849,2,3041.8923,1,0,0,0,0,8.0202351
1287,2,1,1,18,43,1849,2,2582.2175,0,1,0,0,0,7.8564038
1287,3,1,1,18,43,1849,2,2585.427,0,0,1,0,0,7.857646
1287,4,1,1,18,43,1849,2,212.43578,0,0,0,1,0,5.3586397
1287,5,1,1,18,43,1849,2,268.86276,0,0,0,0,1,5.5942011
1288,1,1,0,12,43,1849,3,5642.4678,1,0,0,0,0,8.6380768
1288,2,1,0,12,43,1849,3,3540.637,0,1,0,0,0,8.1720619
1288,3,1,0,12,43,1849,3,7738.0952,0,0,1,0,0,8.9539108
1288,4,1,0,12,43,1849,3,7305.9985,0,0,0,1,0,8.896451
1288,5,1,0,12,43,1849,3,7228.9907,0,0,0,0,1,8.8858547
1289,1,1,0,16,41,1681,1,2681.2815,1,0,0,0,0,7.8940501
1289,2,1,0,16,41,1681,1,2811.4546,0,1,0,0,0,7.9414573
1289,3,1,0,16,41,1681,1,2950.0315,0,0,1,0,0,7.9895711
1289,4,1,0,16,41,1681,1,2730.4207,0,0,0,1,0,7.9122109
1289,5,1,0,16,41,1681,1,2884.614,0,0,0,0,1,7.9671464
1290,1,1,1,11,35,1225,1,3010.3149,1,0,0,0,0,8.0098
1290,2,1,1,11,35,1225,1,1118.0667,0,1,0,0,0,7.0193563
1290,3,1,1,11,35,1225,1,833.23688,0,0,1,0,0,6.725318
1290,4,1,1,11,35,1225,1,1509.1007,0,0,0,1,0,7.3192692
1290,5,1,1,11,35,1225,1,1583.8499,0,0,0,0,1,7.3676138
1291,1,0,0,14,33,1089,3,2056.4697,1,0,0,0,0,7.628746
1291,2,0,0,14,33,1089,3,2004.6022,0,1,0,0,0,7.6032009
1291,3,0,0,14,33,1089,3,1758.2965,0,0,1,0,0,7.4721007
1291,4,0,0,14,33,1089,3,2777.3767,0,0,0,1,0,7.9292622
1291,5,0,0,14,33,1089,3,2399.0471,0,0,0,0,1,7.7828269
1292,1,1,0,12,54,2916,1,6908.7217,1,0,0,0,0,8.8405399
1292,2,1,0,12,54,2916,0,6174.0381,0,1,0,0,0,8.7281084
1292,3,1,0,12,54,2916,0,6620.6626,0,0,1,0,0,8.7979507
1292,4,1,0,12,54,2916,0,5282.7832,0,0,0,1,0,8.5722084
1292,5,1,0,12,54,2916,0,3851.8049,0,0,0,0,1,8.2562971
1293,1,1,0,16,49,2401,0,1989.6018,1,0,0,0,0,7.5956898
1293,2,1,0,16,49,2401,0,1385.4812,0,1,0,0,0,7.2338028
1293,3,1,0,16,49,2401,0,2543.0217,0,0,1,0,0,7.8411083
1293,4,1,0,16,49,2401,0,1956.1377,0,0,0,1,0,7.5787272
1293,5,1,0,16,49,2401,0,2148.3826,0,0,0,0,1,7.6724706
1294,1,1,0,14,34,1156,3,2637.104,1,0,0,0,0,7.8774366
1294,2,1,0,14,34,1156,3,3099.1147,0,1,0,0,0,8.0388718
1294,3,1,0,14,34,1156,3,2953.9375,0,0,1,0,0,7.9908943
1294,4,1,0,14,34,1156,3,2272.4858,0,0,0,1,0,7.7286296
1294,5,1,0,14,34,1156,3,3720.9207,0,0,0,0,1,8.2217264
1295,1,1,0,12,20,400,1,1084.9128,1,0,0,0,0,6.989255
1295,2,0,0,12,20,400,1,1177.2059,0,1,0,0,0,7.070899
1295,3,0,0,12,20,400,3,1260.4968,0,0,1,0,0,7.1392612
1295,4,1,0,12,20,400,3,1277.4282,0,0,0,1,0,7.1526041
1295,5,1,0,12,20,400,3,1362.26,0,0,0,0,1,7.2169003
1296,1,1,0,16,35,1225,3,609.32428,1,0,0,0,0,6.4123507
1296,2,1,0,16,35,1225,3,2004.6022,0,1,0,0,0,7.6032009
1296,3,1,0,16,35,1225,4,1587.3512,0,0,1,0,0,7.369822
1296,4,1,0,16,35,1225,4,242.03719,0,0,0,1,0,5.4890914
1296,5,1,0,16,35,1225,4,800.08209,0,0,0,0,1,6.6847143
1297,1,0,0,14,61,3721,0,3611.5132,1,0,0,0,0,8.1918821
1297,2,1,0,14,61,3721,0,3614.2971,0,1,0,0,0,8.1926527
1297,3,1,0,14,61,3721,0,3780.335,0,0,1,0,0,8.2375679
1297,4,0,0,14,61,3721,0,4345.0474,0,0,0,1,0,8.376792
1297,5,0,0,14,61,3721,0,4057.5063,0,0,0,0,1,8.3083239
1298,1,1,0,12,24,576,0,1498.6396,1,0,0,0,0,7.3123131
1298,2,1,0,12,24,576,0,533.82416,0,1,0,0,0,6.2800665
1298,3,1,0,12,24,576,0,1054.9774,0,0,1,0,0,6.9612746
1298,4,1,0,12,24,576,0,1138.308,0,0,0,1,0,7.0372982
1298,5,1,0,12,24,576,0,1284.5149,0,0,0,0,1,7.1581364
1299,1,0,0,12,36,1296,2,4645.9775,1,0,0,0,0,8.4437571
1299,2,0,0,12,36,1296,2,3207.1294,0,1,0,0,0,8.0731316
1299,3,0,0,12,36,1296,2,3524.4932,0,0,1,0,0,8.1674919
1299,4,0,0,12,36,1296,2,3005.7136,0,0,0,1,0,8.0082703
1299,5,0,0,12,36,1296,2,2859.0625,0,0,0,0,1,7.9582491
1300,1,1,0,18,38,1444,1,2522.7422,1,0,0,0,0,7.8331017
1300,2,1,0,18,38,1444,1,2750.8069,0,1,0,0,0,7.9196496
1300,3,1,0,18,38,1444,1,2404.9573,0,0,1,0,0,7.7852874
1300,4,1,0,18,38,1444,1,2697.136,0,0,0,1,0,7.8999457
1300,5,1,0,18,38,1444,1,2678.105,0,0,0,0,1,7.8928647
1301,1,1,0,16,33,1089,2,1952.1338,1,0,0,0,0,7.5766783
1301,2,1,0,16,33,1089,2,2069.2502,0,1,0,0,0,7.6349416
1301,3,1,0,16,33,1089,2,1918.0071,0,0,1,0,0,7.559042
